venue_name,venue_type,category,city,state,pincode,website_url,owner_name,owner_email,owner_phone,cuisine,address,country,latitude,longitude,google_maps_url,price_range
Satyam Dhaba,Restaurant,Dhaba,Bamora,Madhya Pradesh,470021,,,,,north_indian,"Satyam Dhaba, NH44, Barkhera, Bamora, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.8830895,78.8028329,"https://www.google.com/maps?q=23.8830895,78.8028329",Budget
The Highway Hub,Restaurant,Restaurant,Rusalia,Madhya Pradesh,470002,,,,,multicuisine,"The Highway Hub, NH44, Barkhera, Rusalia, Sagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8816631,78.7980712,"https://www.google.com/maps?q=23.8816631,78.7980712",Budget
Munmun Dhaba & Famli Restaurant,Restaurant,Dhaba,Garhpahra,Madhya Pradesh,470001,,,,,indian,"Munmun Dhaba & Famli Restaurant, NH44, Bachhlon, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8867771,78.783743,"https://www.google.com/maps?q=23.8867771,78.783743",Budget
Hari Har Restaurant,Restaurant,Restaurant,Garhpahra,Madhya Pradesh,470001,,,,,indian,"Hari Har Restaurant, NH44, Barkhera, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8843184,78.7877981,"https://www.google.com/maps?q=23.8843184,78.7877981",Budget
Piace For Pure  Vegetarian Food &................,Restaurant,Restaurant,Garhpahra,Madhya Pradesh,470001,,,,,multicuisine,"Piace For Pure  Vegetarian Food &................, NH44, Bachhlon, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8914393,78.7715031,"https://www.google.com/maps?q=23.8914393,78.7715031",Budget
Maa Hari Dhaba & Restaurant,Restaurant,Dhaba,Garhpahra,Madhya Pradesh,470115,,,,,indian,"Maa Hari Dhaba & Restaurant, NH44, Richhora, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9178592,78.7363496,"https://www.google.com/maps?q=23.9178592,78.7363496",Budget
Manoj Dhaba & Tayar Sarbis,Restaurant,Dhaba,Garhpahra,Madhya Pradesh,470115,,,,,north_indian,"Manoj Dhaba & Tayar Sarbis, NH44, Richhora, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9168244,78.7370546,"https://www.google.com/maps?q=23.9168244,78.7370546",Budget
Vaishnav Dhaba & Family Rastaurant,Restaurant,Dhaba,Garhpahra,Madhya Pradesh,470115,,,,,north_indian,"Vaishnav Dhaba & Family Rastaurant, NH44, Richhora, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9173605,78.7383418,"https://www.google.com/maps?q=23.9173605,78.7383418",Budget
Samrat Dhaba,Restaurant,Dhaba,Garhpahra,Madhya Pradesh,470115,,,,,north_indian,"Samrat Dhaba, NH44, Richhora, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9124978,78.7504106,"https://www.google.com/maps?q=23.9124978,78.7504106",Budget
Fauji Dhaba,Restaurant,Dhaba,Ranipura,Madhya Pradesh,470115,,,,,north_indian,"Fauji Dhaba, NH44, Garhpahra, Ranipura, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9191464,78.7133039,"https://www.google.com/maps?q=23.9191464,78.7133039",Budget
Rajasthani Mahadev Raika Dhaba &Re........,Restaurant,Dhaba,Garhpahra,Madhya Pradesh,470115,,,,,north_indian,"Rajasthani Mahadev Raika Dhaba &Re........, NH44, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9190075,78.7209549,"https://www.google.com/maps?q=23.9190075,78.7209549",Budget
Radhe Tea Point & Refreshments,Restaurant,Restaurant,Ranipura,Madhya Pradesh,470115,,,,,multicuisine,"Radhe Tea Point & Refreshments, NH44, Ranipura, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9271507,78.6969046,"https://www.google.com/maps?q=23.9271507,78.6969046",Budget
Jai Yadav Dhaba,Restaurant,Dhaba,Ranipura,Madhya Pradesh,470115,,,,,north_indian,"Jai Yadav Dhaba, NH44, Ranipura, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9254091,78.6989213,"https://www.google.com/maps?q=23.9254091,78.6989213",Budget
Patalganga Picnic Spot & Resort,Restaurant,Resort Restaurant,Khajuriya Guru,Madhya Pradesh,470115,,,,,multicuisine,"Patalganga Picnic Spot & Resort, NH44, Khajhuriya Guru, Khajuriya Guru, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.938818,78.6864854,"https://www.google.com/maps?q=23.938818,78.6864854",Budget
Ganga Sagar Restaurant,Restaurant,Restaurant,Ranipura,Madhya Pradesh,470115,,,,,indian,"Ganga Sagar Restaurant, NH44, Khajhuriya Guru, Ranipura, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.941296,78.6850737,"https://www.google.com/maps?q=23.941296,78.6850737",Budget
Krah Sarkar Dhaba & F.R......,Restaurant,Dhaba,Mothi,Madhya Pradesh,470115,,,,,north_indian,"Krah Sarkar Dhaba & F.R......, NH44, Mothi, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9494227,78.6801246,"https://www.google.com/maps?q=23.9494227,78.6801246",Budget
Prince Yadav Dhaba,Restaurant,Dhaba,Mothi,Madhya Pradesh,470115,,,,,north_indian,"Prince Yadav Dhaba, NH44, Mothi, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9509557,78.6801171,"https://www.google.com/maps?q=23.9509557,78.6801171",Budget
Netram Nasra,Restaurant,Restaurant,Mothi,Madhya Pradesh,470115,,,,,multicuisine,"Netram Nasra, NH44, Mothi, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9598515,78.6775522,"https://www.google.com/maps?q=23.9598515,78.6775522",Budget
Dubay Dhaba,Restaurant,Dhaba,Mehar,Madhya Pradesh,470442,,,,,north_indian,"Dubay Dhaba, NH44, Mehar, Sagar Tahsil, Sagar, Madhya Pradesh, 470442, India",India,23.9929252,78.6565337,"https://www.google.com/maps?q=23.9929252,78.6565337",Budget
Vibek Rai,Restaurant,Restaurant,Mehar,Madhya Pradesh,470442,,,,,multicuisine,"Vibek Rai, NH44, Mehar, Sagar Tahsil, Sagar, Madhya Pradesh, 470442, India",India,23.9881045,78.6597485,"https://www.google.com/maps?q=23.9881045,78.6597485",Budget
Rouddrax Dhaba,Restaurant,Dhaba,Atatila,Madhya Pradesh,470442,,,,,north_indian,"Rouddrax Dhaba, NH44, Bandri, Atatila, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0168759,78.6450815,"https://www.google.com/maps?q=24.0168759,78.6450815",Budget
Ramraj Singh Mahdele,Restaurant,Restaurant,Mehar,Madhya Pradesh,470442,,,,,multicuisine,"Ramraj Singh Mahdele, NH44, Mehar, Sagar Tahsil, Sagar, Madhya Pradesh, 470442, India",India,23.9918966,78.6572311,"https://www.google.com/maps?q=23.9918966,78.6572311",Budget
Siddharth  Yadav,Restaurant,Restaurant,Mehar,Madhya Pradesh,470442,,,,,multicuisine,"Siddharth  Yadav, NH44, Mehar, Sagar Tahsil, Sagar, Madhya Pradesh, 470442, India",India,23.987775,78.6596612,"https://www.google.com/maps?q=23.987775,78.6596612",Budget
Shri Siddh Daba,Restaurant,Restaurant,Bandri,Madhya Pradesh,470442,,,,,multicuisine,"Shri Siddh Daba, NH44, Bandri, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0253785,78.6399759,"https://www.google.com/maps?q=24.0253785,78.6399759",Budget
Om Dhaba,Restaurant,Dhaba,Atatila,Madhya Pradesh,470442,,,,,north_indian,"Om Dhaba, NH44, Bandri, Atatila, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0213409,78.6425185,"https://www.google.com/maps?q=24.0213409,78.6425185",Budget
Krishna Sweet,Restaurant,Restaurant,Pahargawan,Madhya Pradesh,470442,,,,,multicuisine,"Krishna Sweet, SH19, Bandri, Pahargawan, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0418025,78.6323647,"https://www.google.com/maps?q=24.0418025,78.6323647",Budget
Raikvar bhava,Restaurant,Restaurant,Bandri,Madhya Pradesh,470442,,,,,multicuisine,"Raikvar bhava, SH19, Semrajadip, Bandri, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0481726,78.6298555,"https://www.google.com/maps?q=24.0481726,78.6298555",Budget
Irshad Ali  Chicken Shop,Restaurant,Restaurant,Girant,Madhya Pradesh,470442,,,,,fast_food,"Irshad Ali  Chicken Shop, NH44, Bandri, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0508456,78.6301419,"https://www.google.com/maps?q=24.0508456,78.6301419",Budget
Mama Bhanje Chicken Centre,Restaurant,Restaurant,Girant,Madhya Pradesh,470442,,,,,fast_food,"Mama Bhanje Chicken Centre, NH44, Bandri, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0511329,78.6306792,"https://www.google.com/maps?q=24.0511329,78.6306792",Budget
Jain dhaba,Restaurant,Dhaba,Girant,Madhya Pradesh,470442,,,,,north_indian,"Jain dhaba, NH44, Bandri, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0523132,78.6298476,"https://www.google.com/maps?q=24.0523132,78.6298476",Budget
Sourabh Dhaba,Restaurant,Dhaba,Girant,Madhya Pradesh,470442,,,,,north_indian,"Sourabh Dhaba, NH44, Bandri, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.053244,78.6302412,"https://www.google.com/maps?q=24.053244,78.6302412",Budget
GFC Food junction,Restaurant,Restaurant,Girant,Madhya Pradesh,470442,,,,,multicuisine,"GFC Food junction, NH44, Jhikni, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0816731,78.613718,"https://www.google.com/maps?q=24.0816731,78.613718",Budget
MahrajaDhaba,Restaurant,Dhaba,Girant,Madhya Pradesh,470442,,,,,north_indian,"MahrajaDhaba, NH44, Jhikni, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0786736,78.6171436,"https://www.google.com/maps?q=24.0786736,78.6171436",Budget
Deexha Hotel,Restaurant,Hotel Restaurant,Pahargawan,Madhya Pradesh,470442,,,,,multicuisine,"Deexha Hotel, SH19, Bandri, Pahargawan, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0431393,78.6373255,"https://www.google.com/maps?q=24.0431393,78.6373255",Budget
Abhi Zun Zun Wala,Restaurant,Restaurant,Pahargawan,Madhya Pradesh,470442,,,,,multicuisine,"Abhi Zun Zun Wala, SH19, Bandri, Pahargawan, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0423968,78.6366702,"https://www.google.com/maps?q=24.0423968,78.6366702",Budget
Mahendra Fooo,Restaurant,Restaurant,Pahargawan,Madhya Pradesh,470442,,,,,multicuisine,"Mahendra Fooo, SH19, Bandri, Pahargawan, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0430512,78.6328847,"https://www.google.com/maps?q=24.0430512,78.6328847",Budget
Monu Food Company,Restaurant,Restaurant,Pahargawan,Madhya Pradesh,470442,,,,,multicuisine,"Monu Food Company, SH19, Bandri, Pahargawan, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.042936,78.6321381,"https://www.google.com/maps?q=24.042936,78.6321381",Budget
Yadav Dhaba &restaurant`s,Restaurant,Dhaba,Bandri,Madhya Pradesh,470422,,,,,indian,"Yadav Dhaba &restaurant`s, NH44, Bandri, Malthon Tahsil, Sagar, Madhya Pradesh, 470422, India",India,24.0473703,78.6372504,"https://www.google.com/maps?q=24.0473703,78.6372504",Budget
Lucky & Abhash dhava,Restaurant,Restaurant,Girant,Madhya Pradesh,470442,,,,,multicuisine,"Lucky & Abhash dhava, NH44, Palirayatwari, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0994187,78.6004868,"https://www.google.com/maps?q=24.0994187,78.6004868",Budget
Family Restaurant,Restaurant,Restaurant,Girant,Madhya Pradesh,470442,,,,,indian,"Family Restaurant, NH44, Palirayatwari, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.1000182,78.6010996,"https://www.google.com/maps?q=24.1000182,78.6010996",Budget
Thakur Dhaba & Restaurant  Dhaba,Restaurant,Dhaba,Bandri,Madhya Pradesh,470442,,,,,indian,"Thakur Dhaba & Restaurant  Dhaba, NH44, Bandri, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.0486596,78.6338087,"https://www.google.com/maps?q=24.0486596,78.6338087",Budget
Allu Dhaba,Restaurant,Dhaba,Girant,Madhya Pradesh,470442,,,,,north_indian,"Allu Dhaba, NH44, Bisraha, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.1333454,78.6043594,"https://www.google.com/maps?q=24.1333454,78.6043594",Budget
Khushi  Dhaba,Restaurant,Dhaba,Girant,Madhya Pradesh,470442,,,,,north_indian,"Khushi  Dhaba, NH44, Rajawa, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.1247344,78.6088581,"https://www.google.com/maps?q=24.1247344,78.6088581",Budget
Deepak Lambardar Dhaba,Restaurant,Bar & Restaurant,Girant,Madhya Pradesh,470442,,,,,north_indian,"Deepak Lambardar Dhaba, NH44, Bisraha, Girant, Malthon Tahsil, Sagar, Madhya Pradesh, 470442, India",India,24.1364401,78.6041853,"https://www.google.com/maps?q=24.1364401,78.6041853",Budget
Hotel jain Shri Dhaba & Family R........,Restaurant,Dhaba,Barodiya,Madhya Pradesh,470441,,,,,north_indian,"Hotel jain Shri Dhaba & Family R........, NH44, Barodiya Kalan, Barodiya, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2004668,78.5835991,"https://www.google.com/maps?q=24.2004668,78.5835991",Budget
Chandan Chickin  Shop,Restaurant,Restaurant,Barodiya,Madhya Pradesh,470441,,,,,multicuisine,"Chandan Chickin  Shop, MD1914, Barodiya Kalan, Barodiya, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2055215,78.5803545,"https://www.google.com/maps?q=24.2055215,78.5803545",Budget
You Restaurant,Restaurant,Restaurant,Barodiya Kalan,Madhya Pradesh,470441,,,,,indian,"You Restaurant, NH44, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.1767928,78.5920409,"https://www.google.com/maps?q=24.1767928,78.5920409",Budget
Yadav Dhaba,Restaurant,Dhaba,Barodiya Kalan,Madhya Pradesh,470441,,,,,north_indian,"Yadav Dhaba, NH44, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.1827432,78.5900913,"https://www.google.com/maps?q=24.1827432,78.5900913",Budget
Yaduvanshi Dhaba,Restaurant,Dhaba,Barodiya Kalan,Madhya Pradesh,470441,,,,,north_indian,"Yaduvanshi Dhaba, NH44, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.181314,78.5899702,"https://www.google.com/maps?q=24.181314,78.5899702",Budget
Hotel Nyou Mithr Milan Jhashi -Sagar Rod,Restaurant,Hotel Restaurant,Barodiya,Madhya Pradesh,470441,,,,,multicuisine,"Hotel Nyou Mithr Milan Jhashi -Sagar Rod, NH44, Barodiya Kalan, Barodiya, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2051252,78.5825412,"https://www.google.com/maps?q=24.2051252,78.5825412",Budget
Sohit Hotel,Restaurant,Hotel Restaurant,Barodiya Kalan,Madhya Pradesh,470441,,,,,multicuisine,"Sohit Hotel, MD1914, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2096927,78.5795134,"https://www.google.com/maps?q=24.2096927,78.5795134",Budget
Shri Siva Dhaba,Restaurant,Dhaba,Barodiya Kalan,Madhya Pradesh,470441,,,,,north_indian,"Shri Siva Dhaba, NH44, Palethni, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2439847,78.5684546,"https://www.google.com/maps?q=24.2439847,78.5684546",Budget
New Raja Hotel,Restaurant,Hotel Restaurant,Barodiya Kalan,Madhya Pradesh,470441,,,,,multicuisine,"New Raja Hotel, NH44, Palethni, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2352454,78.5726973,"https://www.google.com/maps?q=24.2352454,78.5726973",Budget
Bundela Dhaba,Restaurant,Dhaba,Barodiya Kalan,Madhya Pradesh,470441,,,,,north_indian,"Bundela Dhaba, NH44, Palethni, Barodiya Kalan, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2495871,78.5651749,"https://www.google.com/maps?q=24.2495871,78.5651749",Budget
Daggi Raja Dhaba,Restaurant,Dhaba,Dabdera,Madhya Pradesh,470441,,,,,north_indian,"Daggi Raja Dhaba, NH44, Itwa, Dabdera, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2713933,78.5528414,"https://www.google.com/maps?q=24.2713933,78.5528414",Budget
Shree Ram Dhaba,Restaurant,Dhaba,Malthon,Madhya Pradesh,470441,,,,,north_indian,"Shree Ram Dhaba, NH44, Titri, Malthon, Malthon Tahsil, Sagar, Madhya Pradesh, 470441, India",India,24.2864763,78.5407275,"https://www.google.com/maps?q=24.2864763,78.5407275",Budget
Dairyman's Naturals,Restaurant,Restaurant,Gwalior,Madhya Pradesh,474001,,,,,ice_cream;burger;pizza;noodle;sandwich;cake;fries,"Dairyman's Naturals, Maharani LaxhmiBai Marg, Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India",India,26.1992424,78.1645297,"https://www.google.com/maps?q=26.1992424,78.1645297",Budget
Om Shanti Restaurant,Restaurant,Restaurant,Ujjain,Madhya Pradesh,456001,,,,,indian,"Om Shanti Restaurant, SH26B, Ujjain, Ujjain NagarTahsil, Ujjain, Madhya Pradesh, 456001, India",India,23.2021291,75.7734094,"https://www.google.com/maps?q=23.2021291,75.7734094",Budget
Desi Tadka Restaurant,Restaurant,Restaurant,Pachmarhi,Madhya Pradesh,461881,,,,,regional;indian,"Desi Tadka Restaurant, Matkuli - Pachmarhi Highway, Pachmarhi Town, Pachmarhi, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461881, India",India,22.4747042,78.4344858,"https://www.google.com/maps?q=22.4747042,78.4344858",Budget
Sagar Gaire Restaurant,Restaurant,Restaurant,Bhopal,Madhya Pradesh,462001,,,,,indian,"Sagar Gaire Restaurant, Main Narela Road (Nizamuddin), Indripuri, Chhatrasal Nagar, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India",India,23.2677572,77.4669692,"https://www.google.com/maps?q=23.2677572,77.4669692",Budget
Dev Bhog Restaurant,Restaurant,Restaurant,Bhopal,Madhya Pradesh,462001,,,,,indian,"Dev Bhog Restaurant, Nizamuddin Colony Road, Chhatrasal Nagar, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India",India,23.2550222,77.4719878,"https://www.google.com/maps?q=23.2550222,77.4719878",Budget
vijayshree sandwhcih,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"vijayshree sandwhcih, 13 Old, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7568097,75.8868026,"https://www.google.com/maps?q=22.7568097,75.8868026",Budget
ridhi sidhi,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"ridhi sidhi, 13 Old, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7566714,75.8874708,"https://www.google.com/maps?q=22.7566714,75.8874708",Budget
Pawan Sweets & Restaurant,Restaurant,Restaurant,Rewa,Madhya Pradesh,486001,,,,,indian,"Pawan Sweets & Restaurant, G7VG+79P, Bankuiyan Rd, Near BJP Karyalay, Dhekaha, Rewa, Madhya Pradesh 486001, SH9, Dhekha, Rewa, Huzur Tahsil, Rewa, Madhya Pradesh, 486001, India",India,24.5432008,81.2760925,"https://www.google.com/maps?q=24.5432008,81.2760925",Budget
Haveli Restaurent,Restaurant,Restaurant,Rewa,Madhya Pradesh,486001,,,,,multicuisine,"Haveli Restaurent, Satna Road, Khaira, Rewa, Huzur Tahsil, Rewa, Madhya Pradesh, 486001, India",India,24.543057,81.2744389,"https://www.google.com/maps?q=24.543057,81.2744389",Budget
Indian Coffee House Rewa,Restaurant,Cafe,Rewa,Madhya Pradesh,486001,,,,,cafe,"Indian Coffee House Rewa, Shilpi Plaza Road, Khutehi, Rewa, Huzur Tahsil, Rewa, Madhya Pradesh, 486001, India",India,24.5420105,81.2958353,"https://www.google.com/maps?q=24.5420105,81.2958353",Budget
canteen,Restaurant,Restaurant,Vidisha,Madhya Pradesh,464001,,,,,multicuisine,"canteen, SH29, Vidisha, Vidisha NagarTahsil, Vidisha, Madhya Pradesh, 464001, India",India,23.5193009,77.8202407,"https://www.google.com/maps?q=23.5193009,77.8202407",Budget
Pind balluchi,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"Pind balluchi, N Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7559532,75.8941344,"https://www.google.com/maps?q=22.7559532,75.8941344",Budget
Karwaan,Restaurant,Restaurant,Gwalior,Madhya Pradesh,474001,,,,+91 89648 10199,burger;chinese;indian;international;italian,"Karwaan, Patel Nagar, Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India",India,26.2097699,78.1983094,"https://www.google.com/maps?q=26.2097699,78.1983094",Budget
Nutrimento NX,Restaurant,Restaurant,Gwalior,Madhya Pradesh,474001,,,,+91 751471142,multicuisine,"Nutrimento NX, 22A, Patel Nagar, Gwalior, Madhya Pradesh, 474001, India",India,26.209734,78.198107,"https://www.google.com/maps?q=26.209734,78.198107",Budget
Bistro,Restaurant,Restaurant,Lasudiya Khas,Madhya Pradesh,466114,,,,,multicuisine,"Bistro, Lab Complex Entrance, Kothri Kalan, Lasudiya Khas, Ashta Tahsil, Sehore, Madhya Pradesh, 466114, India",India,23.0727767,76.8574658,"https://www.google.com/maps?q=23.0727767,76.8574658",Budget
AB Dakshin,Restaurant,Restaurant,Lasudiya Khas,Madhya Pradesh,466114,,,,,multicuisine,"AB Dakshin, Lab Complex Entrance, Kothri Kalan, Lasudiya Khas, Ashta Tahsil, Sehore, Madhya Pradesh, 466114, India",India,23.0725163,76.8571509,"https://www.google.com/maps?q=23.0725163,76.8571509",Budget
Underbelly,Restaurant,Restaurant,Lasudiya Khas,Madhya Pradesh,466114,,,,,multicuisine,"Underbelly, Lab Complex Entrance, Kothri Kalan, Lasudiya Khas, Ashta Tahsil, Sehore, Madhya Pradesh, 466114, India",India,23.0774371,76.8506332,"https://www.google.com/maps?q=23.0774371,76.8506332",Budget
Mayuri,Restaurant,Restaurant,Lasudiya Khas,Madhya Pradesh,466114,,,,,multicuisine,"Mayuri, Lab Complex Entrance, Kothri Kalan, Lasudiya Khas, Ashta Tahsil, Sehore, Madhya Pradesh, 466114, India",India,23.0771584,76.8506627,"https://www.google.com/maps?q=23.0771584,76.8506627",Budget
Highway Pride - Family Restaurant,Restaurant,Restaurant,Shajapur,Madhya Pradesh,465001,,,,,regional;indian,"Highway Pride - Family Restaurant, NH52, Lakhmankhe, Shajapur, Shajapur Tahsil, Shajapur, Madhya Pradesh, 465001, India",India,23.4445344,76.2849262,"https://www.google.com/maps?q=23.4445344,76.2849262",Budget
The Farmer's Table,Restaurant,Restaurant,Kolar Tahsil,Madhya Pradesh,462047,,,,07693006738,indian;chinese;coffee_shop;pizza;sandwich;burger;regional,"The Farmer's Table, katara hills Road, Sahu Colony, Bagli, Kolar Tahsil, Bhopal, Madhya Pradesh, 462047, India",India,23.1659662,77.489109,"https://www.google.com/maps?q=23.1659662,77.489109",Budget
Satkar Pure Veg Punjabi Dhaba,Restaurant,Dhaba,Bhicholi Hapsi Tahsil,Madhya Pradesh,452020,https://satkarpureveg.in,,,+919479313713,indian;north_indian;punjabi,"Satkar Pure Veg Punjabi Dhaba, Tejaji Nagar Square, Mirjapur, Bhicholi Hapsi Tahsil, Indore, Madhya Pradesh, 452020, India",India,22.6412741,75.8941297,"https://www.google.com/maps?q=22.6412741,75.8941297",Budget
Hotel Payal & Restaurent,Restaurant,Hotel Restaurant,Pachmarhi,Madhya Pradesh,461881,,,,09424435680,multicuisine,"Hotel Payal & Restaurent, Patel Road, Pachmarhi Town, Pachmarhi, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461881, India",India,22.4723205,78.436436,"https://www.google.com/maps?q=22.4723205,78.436436",Budget
Shriji Restaurant,Restaurant,Restaurant,Pipariya,Madhya Pradesh,461775,,,,,regional;indian,"Shriji Restaurant, Cement Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7545471,78.35389,"https://www.google.com/maps?q=22.7545471,78.35389",Budget
sun food restaurant,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"sun food restaurant, MR10, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.753817,75.8847761,"https://www.google.com/maps?q=22.753817,75.8847761",Budget
Pinch of Salt,Restaurant,Restaurant,Khajuraho,Madhya Pradesh,471505,,,,,multicuisine,"Pinch of Salt, SH5, Khajuraho, Rajnagar Tahsil, Chhatarpur, Madhya Pradesh, 471505, India",India,24.8476093,79.9220288,"https://www.google.com/maps?q=24.8476093,79.9220288",Budget
A-One Bhojnalaya.,Restaurant,Restaurant,Bhopal,Madhya Pradesh,462001,,,,,multicuisine,"A-One Bhojnalaya., VIP road, Khanugaon, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India",India,23.2612392,77.3704237,"https://www.google.com/maps?q=23.2612392,77.3704237",Budget
Zayka Da Taste,Restaurant,Restaurant,Gwalior,Madhya Pradesh,474001,,,,,multicuisine,"Zayka Da Taste, Mali Wali Gali, Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India",India,26.1971263,78.1479365,"https://www.google.com/maps?q=26.1971263,78.1479365",Budget
MCM BIRYANI PANSEMAL,Restaurant,Restaurant,Pansemal,Madhya Pradesh,451770,,,,+919669660180,chicken,"MCM BIRYANI PANSEMAL, Bus Station, MD4824, Pansemal, Pansemal Tahsil, Barwani, Madhya Pradesh, 451770, India",India,21.6590748,74.6957264,"https://www.google.com/maps?q=21.6590748,74.6957264",Budget
Motel Tanya,Restaurant,Restaurant,Datia,Madhya Pradesh,475600,,,,,multicuisine,"Motel Tanya, NH44, Datia, Datia Nagar Tahsil, Datia, Madhya Pradesh, 475600, India",India,25.6699809,78.4451777,"https://www.google.com/maps?q=25.6699809,78.4451777",Budget
Da Pixza Lover,Restaurant,Restaurant,Basoda,Madhya Pradesh,464221,,,,08839073182,pizza,"Da Pixza Lover, First Floor, Nehru chowk, Station Main Road, Betoli, Basoda, Basoda Tahsil, Vidisha, Madhya Pradesh, 464221, India",India,23.8483254,77.9404766,"https://www.google.com/maps?q=23.8483254,77.9404766",Budget
Palash pure veg family restaurant,Restaurant,Restaurant,Pachmarhi,Madhya Pradesh,461881,,,,,indian,"Palash pure veg family restaurant, Matkuli - Pachmarhi Highway, Pachmarhi Town, Pachmarhi, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461881, India",India,22.4749393,78.4348868,"https://www.google.com/maps?q=22.4749393,78.4348868",Budget
